model_id,source_group,crate_name,posterior_db_revision,stan_sha256,kernel_lib_rs_sha256,model_license,data_license,data_json_canonical_sha256
nes_logit_data-nes_logit_model,followup_replacement,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,d72a517f816195755bb5e25f743320a0a85d9107c30ce0ae970f9332983bb6a1,4b5a6c741aea38d8f7331c5a38e1808fc94db060241b4aab8a328f5e829259bb,BSD3,not specified in PosteriorDB data metadata,17fe83626d2c2d735e909463df7cfee8e5e8785b2f1c7d48bc4dfd26d3251b6b
radon_all-radon_county_intercept,firstpass_original,radon_all_radon_county_intercept_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,95b4c2b8aac6fb56de6d170f324e03cc37e8a87279e5ce9e48ce935dcb729a57,0c7b475f76d65a451930efff3e9d16deff49823da5d2a46c6f317bd6c6d14178,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_hierarchical_intercept_centered,firstpass_original,radon_all_radon_hierarchical_intercept_centered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,cab61c2340d2ba66b5f45f8b9a5ddf3bbe8e43ec19583661542f8e2a853dd14b,b3e8fb0add9e69ce533dccdb469f65ab49a99684b22981af7f22268dee7d1a46,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_hierarchical_intercept_noncentered,firstpass_original,radon_all_radon_hierarchical_intercept_noncentered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,d04cab97b0d180cd4889c53986e4a2afa62928d58c54408536f5dfeacd5de806,8859e3f10e2c09a90e7c5addff7afcc04cc02f285b84ef2d88f9a3da0813c0bd,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_partially_pooled_centered,firstpass_original,radon_all_radon_partially_pooled_centered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,7c56bbcfc3e0922edb5874c67eb10bc8b174bef0d4c63e916558e37862fc3a4a,bfcc31973c94932bccea2a5e3497515e9290999d4804d506acafd2dac7bb0b37,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_partially_pooled_noncentered,firstpass_original,radon_all_radon_partially_pooled_noncentered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,21ffc6d64e8599cd6501175103d93e7a287f9553097254fa1ec8d968479fbfd5,e1d73a2e328cd796bf57cb8ff1a083bbfa3f3687c654990befb60a9f26aef8dc,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_pooled,firstpass_original,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,680277f397ca17ab3603fa8acb0042fe547cdedfd19d4bc22aedd40e3ae7d0de,8e1b6aadabf0c70e16c6846fcea11ad7d6ef52c1b2401fa6f735eb94e1d5699c,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_variable_intercept_centered,firstpass_original,radon_all_radon_variable_intercept_centered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,53b33d4b26ec179c1de9ea83082f7fed26224a9869336ed9dce1e2a04c83942f,554dde2723048fa8180f47ffdcc751dbe58a34c907afa5ba8e66b43665ecb917,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_variable_intercept_noncentered,phase02,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,db097f50d6f6158ceff725f520179ae74f2debe1ced50d899cac92787fd62861,e5dfb31e439b7002d39f1a6c0b0698abded5c5b4f8b966d3e22eb75bbbde0f5a,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_variable_intercept_slope_centered,firstpass_original,radon_all_radon_variable_intercept_slope_centered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,b41732368f4f389a6ce0aa1a6d169387521500a23294436b0230595e9a745ae2,0b9b43813f37159a21e88448a6c3e87d02de34ec7d4e2b055eca5a7d3ce32133,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_variable_intercept_slope_noncentered,firstpass_original,radon_all_radon_variable_intercept_slope_noncentered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,b37c4aebfe629591a306bbd630e74528ae9c9c1b23d00726c6633247927f34cb,67a539075415677969b5958a1a8bdf3a33c1023f04a18527bfcbc6bf0a0fec36,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_variable_slope_centered,firstpass_original,radon_all_radon_variable_slope_centered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,67b12c10b03d91e0e487ab7b072bfb2f9a6539bda62db0329e6e8220965506dc,7d3fd8892d00aecb4bebc7e2ab21181edf6e50c79df4ab6a0062ddbc5bf74b23,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_all-radon_variable_slope_noncentered,firstpass_original,nutpier_density_kernel_radon_variable_slope_noncentered,5545a1dd07ae297c36edecbcd82aa49097b4c385,df643cc1f652bcd53376378e80a607e1e1622f8eb515f9ca67525b9fd4347891,664fe9ba08d7fa0c9369fb7246007812cf7089088c353b1dcfb4bd5926e5b23a,BSD3,not specified in PosteriorDB data metadata,9947e918c06ecf4b2b42512c7fe8bba3ba0611d9ca72719781d00d6c57f3a04a
radon_mn-radon_county_intercept,firstpass_original,radon_mn_radon_county_intercept_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,95b4c2b8aac6fb56de6d170f324e03cc37e8a87279e5ce9e48ce935dcb729a57,d26838fa78a86571799e25e007981a219d8d182746a5d67c34075741a145fc9a,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_hierarchical_intercept_noncentered,firstpass_original,radon_mn_radon_hierarchical_intercept_noncentered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,d04cab97b0d180cd4889c53986e4a2afa62928d58c54408536f5dfeacd5de806,8a4c3588023420b0aacb1fc090721d932362bff6f662b47920e4c2505b3e4807,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_partially_pooled_centered,firstpass_original,radon_mn_radon_partially_pooled_centered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,7c56bbcfc3e0922edb5874c67eb10bc8b174bef0d4c63e916558e37862fc3a4a,642fb015bb0d25fc25afb7f57da204323b67be94727c5ee2e16ad220f117d89f,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_partially_pooled_noncentered,firstpass_original,radon_mn_radon_partially_pooled_noncentered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,21ffc6d64e8599cd6501175103d93e7a287f9553097254fa1ec8d968479fbfd5,8b975164f8a64bf8e8b696d71a56e9be8777d4aea2d4a464a75f0c96363a94e0,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_pooled,firstpass_original,radon_mn_radon_pooled_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,680277f397ca17ab3603fa8acb0042fe547cdedfd19d4bc22aedd40e3ae7d0de,60ed61fbb4d7a9b785cced73a71a280416722a8479b4680f350a50907e48acf5,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_variable_intercept_centered,firstpass_original,radon_mn_radon_variable_intercept_centered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,53b33d4b26ec179c1de9ea83082f7fed26224a9869336ed9dce1e2a04c83942f,53af2630360f48e8788b463594273a5fbde74e873069d70fa3bb57252147e3be,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_variable_intercept_noncentered,phase02,radon_mn_radon_variable_intercept_noncentered_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,db097f50d6f6158ceff725f520179ae74f2debe1ced50d899cac92787fd62861,5a5b5cbb5e063f53e1b22e7a06953a0ea0a1bcf486706ddc36362c028b2be42e,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_variable_intercept_slope_noncentered,firstpass_original,radon_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,b37c4aebfe629591a306bbd630e74528ae9c9c1b23d00726c6633247927f34cb,33388c0ff032a0b95f991622934205f69f47cb345829642748511409499ce391,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mn-radon_variable_slope_noncentered,firstpass_original,radon_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,df643cc1f652bcd53376378e80a607e1e1622f8eb515f9ca67525b9fd4347891,e139a707181b8e58dd355d4c70243e66c7b7488714de05314385d209ff3e4114,BSD3,not specified in PosteriorDB data metadata,085031066872ca984659fd41ecbc5cf2932c46e496dea2e2d530ad8ddde9c1bc
radon_mod-radon_county,firstpass_original,radon_mod_radon_county_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,a198eede373add8ab481a34eee83fc23410299b5c5982dd0bcbb738eb21ffd55,3d4aff1b8025bcdb07f9cae7627f7b7a55dd7fb642204c69fd35fc5bf01457fc,BSD3,not specified in PosteriorDB data metadata,750acda8a3cb3f53ae38b1e8c63f7a585a8a8fea1c9e2eebefa818b284339d3c
rats_data-rats_model,followup_replacement,rats_data_rats_model_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,c01395015d523c02784e538927b7c2b9cf36114d93729bd25a81d566e05eca19,848e679e2152e4bee3297868ce9a059ed1f552afe27c1a9b171436aff5518e53,BSD3,not specified in PosteriorDB data metadata,6f30c8c96b8468be1e3f885efc3064fd8f251d960a3afdfa0afaf6cf23e92885
rstan_downloads-prophet,phase02,rstan_downloads_prophet_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,e3fcbc4b053e2e8f270ad611eba9fe593146aa24bb01940e91cd4e17450239b5,b55069beb433a8d2ed8dc97c241eda9a98adbc4691e937a07626094855d33013,MIT,not specified in PosteriorDB data metadata,eae80946fbf375e6b0a544de44cee30b45af1b32c6472d20234d6dd7a689472a
sat-hier_2pl,phase02,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,86e17a66416ff8ffefa0c2cee1ccf07af46090e2c6177577eb7e4bd0e7cdf636,460cfdbdf0e6485cb1b2c9c8ed2a08210c82831df4945a6a2c3f5ff1ef7bdd84,BSD3,not specified in PosteriorDB data metadata,1e2cd0dce21d3cbd06329e4e68d92bbae1ba34b963807553f5d4639aba024e1a
sblrc-blr,firstpass_original,sblrc_blr_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,e6407c4391ab11c0b59f17f3a04132df87aa69b7dae459e173036f16f9e8b161,55c30d219d15d8d220cb5edb8c37482d47877bc6f36a33d05a3cf4fd0d15af7b,BSD3,not specified in PosteriorDB data metadata,66e9447a2e0f3ff2972ba0e62f4c4a60ab999b4cdb800ef6a12dd75660a8cefa
sblri-blr,firstpass_original,sblri_blr_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,e6407c4391ab11c0b59f17f3a04132df87aa69b7dae459e173036f16f9e8b161,c009c13ef783d422e2d1d50760e2394f637e2927553df9054f7eb004d9338200,BSD3,not specified in PosteriorDB data metadata,7894ea1eb2a8fcc54d7d3459c1000d688216a84e133d8fc9a569fc3d15f34995
science_irt-grsm_latent_reg_irt,firstpass_original,science_irt_grsm_latent_reg_irt_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,88399731bf82063c69f6b0bead80a3fba0966e6d85ade9729fde54e853b459e5,06f3b87d1bfee8f208eb51bd90247d5e5a6a8cd7bec2fef249fc88a1136f2c7d,BSD3,not specified in PosteriorDB data metadata,9ccd983e1c56e649fe557dd90b84a9271605cff0df9c979e1b6e17efe35c2b82
seeds_data-seeds_centered_model,firstpass_original,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,37512dcebf0e156a8c186637dbdbfd1fb9fee18bcda2a9c5a47be2d0fc2867eb,ab8c29fc1f59c6564d1a4dac1b5d70b01adedcbe792d311eabf2af1d775d8673,BSD3,not specified in PosteriorDB data metadata,c6b450a1bd1c4c5d3911f61da6b461443654a04d094af1e7e640b23c7ff0abc2
seeds_data-seeds_model,firstpass_original,seeds_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,11548246c12d4afdbb7455a2a249522bbdf255084041d48408c1ba5daf10ab8d,d46eab9b3e32d94d678d06b3af00e8b1cd0d52029772be26b2dc71fb09a0fa1a,BSD3,not specified in PosteriorDB data metadata,c6b450a1bd1c4c5d3911f61da6b461443654a04d094af1e7e640b23c7ff0abc2
seeds_data-seeds_stanified_model,firstpass_original,nutpier_density_kernel_seeds,5545a1dd07ae297c36edecbcd82aa49097b4c385,a57822f654e024467fb7522ae013de10f0a4ba14797255b8c172c4418e57ecc4,d430fc3711b893a709f29be94a58a0d3a2d4cd7467d65ac9d0070e4021ae04cc,BSD3,not specified in PosteriorDB data metadata,c6b450a1bd1c4c5d3911f61da6b461443654a04d094af1e7e640b23c7ff0abc2
sesame_data-sesame_one_pred_a,firstpass_original,sesame_one_pred_a_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,8fa82cd7e6c4d1f23db8de2cd0f8a5eb6efedc8369ddccc5e4f3476a61d6fc73,c5444ce50e8014c9555ff5a9d8f7c5267db8f4c562b2be9f35179281d6e862e1,BSD3,not specified in PosteriorDB data metadata,ed086a75fbeab4a1fd0d646b6a1e2c2f1ce5d0b6961ac653c19789698b741b28
state_wide_presidential_votes-hierarchical_gp,phase02,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,f97e9de5153301188473b3e0ac922d3891c5de133d0b4172bf40bb0f75b1376e,0cb59f23fe49891a59483addef3369fda6f6cacf71237dcbffe728eb6e035c16,BSD3,not specified in PosteriorDB data metadata,2c1c005acbf8a3deb0e2707e710c95d68920ecc26c8a84b129e18576e51b13d0
three_men1-ldaK2,firstpass_original,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,2b943b45446d68148c94c9089ee17f45597eb839e0cd4f94410a817f787327d5,90dad7c2cfd55a774b79119ed484cd06c2da858c7377e2610c72b98d67673ec3,BSD3,not specified in PosteriorDB data metadata,65927c33721cf929d59121d6ea2778ffb05ee201e8cb3268cb32425999ea074c
three_men2-ldaK2,phase02,three_men2_ldaK2_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,2b943b45446d68148c94c9089ee17f45597eb839e0cd4f94410a817f787327d5,90dad7c2cfd55a774b79119ed484cd06c2da858c7377e2610c72b98d67673ec3,BSD3,not specified in PosteriorDB data metadata,2d64fa3566129f0b81b7f86c0602c213c14d0adc93cd0e6de8a87758a87fe93d
timssAusTwn_irt-gpcm_latent_reg_irt,firstpass_plus_labelled_TIMSS_followup,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,b624e19f288c892778eabc80b4afde9f6822ac9622202787950adf4d5ba6d10b,6a477fb0c93d58549e378e266926f21df8a86799349c4be7dc93ad94e2555062,BSD3,not specified in PosteriorDB data metadata,cae19aa4064e66b8a3594c114c03675314b31a38094bdaeb69f7319643ea06e5
traffic_accident_nyc-bym2_offset_only,followup_new,traffic_accident_nyc_bym2_offset_only_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,0137ba98292c5dfeeb4cefa006a740f6d362fcf87ca02aa7b668b3040147ead1,0e10df3de208c0df6c9a29c57278ce7e2d12d45cc430954f1b3117b2342d9dfe,BSD3,not specified in PosteriorDB data metadata,7eea3a1364e21f550a29a00df658ae241f4c8d542c8e5f4af7f64c4ea3095327
wells_data-wells_daae_c_model,firstpass_original,wells_data_wells_daae_c_model_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,0791694f69f5c63c9aff64c4b88a857df9d14cbca01594c4de5df290a6553708,9d3c4f467704cadf4ea657e4210228e079099458aac4146d14089332c629ca6d,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_dae_c_model,firstpass_original,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,0284ca32ef2523fb09f5be590e5415de7a40b09d24d068f10c3062a44b0eb331,8e4e869f2251be795cc8fdb1d2e43954cd9b501c837cd52f252c4778e3a24d47,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_dae_inter_model,followup_replacement,wells_data_wells_dae_inter_model_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,6c97e5b043c59f7ec82f94148354f157b52185ac73d368d25143732b425e1698,69909bf49671078dcc0a4ad3dbccc37162211e19b4414dd134a63fb49193571a,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_dae_model,followup_replacement,wells_dae_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,5c0dc0d1ea6c201de429ad018a7abeeb13593cecb1be0dbf59c4a388a2c5f5e0,00e362bb6dd6a85ea37c6144e510e15ef19a79cf09b79f3edd04ffcf98e16ce2,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_dist,firstpass_original,wells_data_wells_dist_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,33d67128b28b9d4b57c4cd1881a0da40a627334d1fe2ea9b07736c451199afef,559158255f9886389c7d7201339dd57f1088279f55c11d54ef0936992c4d0e44,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_dist100_model,firstpass_original,wells_data_wells_dist100_model_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,e32bd4a05563e46dd0d678659eb167be2abcc377b080183ae7087a0c7cb518c5,4b37db982620f7a3bf3060fbb3563bafd4c892ea54cfc9391ba387267bb4405b,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_dist100ars_model,firstpass_original,nutpier_density_kernel_template,5545a1dd07ae297c36edecbcd82aa49097b4c385,3a7b224616882026bd1bb2d34c21ed12b1eed58159df88e3f5c2fe72eeeaccdf,56c4470627a3bda5010bb39fa6c2613a6422063329566fb125b7b4e0e74f890f,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_interaction_c_model,followup_replacement,wells_data_wells_interaction_c_model_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,6e288f00a6d9acc05a2eaeb3f298797a3afd36800f8500928aaf3f23a1e6fee0,cf68cf4ffe25e003982b7df88e9106e0fd52b1435772ba2841d3af7498ff9b20,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
wells_data-wells_interaction_model,firstpass_original,wells_data_wells_interaction_model_density_kernel,5545a1dd07ae297c36edecbcd82aa49097b4c385,42d51e3a6d1325703f4ec4f8f3b934f7a2d5b1ab8dc8be96e9771d229d92a087,9b3ba9263a9f6104c82747d223717c16cc9bd7ea5ed4d71cf1083d5a134f3279,BSD3,not specified in PosteriorDB data metadata,2b2a6c149682ced0998a59c40065297bed62416b884bc1e6c290d0050d53fe20
